Orpha	Orpha|Syndrome|Prevalence|Inheritance|Age of onset|OMIM
334	334|Familial atrial fibrillation|-|Autosomal dominant|-|607554 608583 608988 611493 611494 611819 612201 612240 613055 613120 613980 614022 614049 614050 615377 615378 615770
33402	33402|Pediatric hepatocellular carcinoma|Unknown|Not applicable|Childhood<br>Adolescent|
33408	33408|Bullous lichen planus|Unknown|Autosomal dominant<br>or&nbsp;Not applicable|Childhood|
3341	3341|Torticollis-keloids-cryptorchidism-renal dysplasia syndrome|<1 / 1 000 000|X-linked dominant|Infancy<br>Neonatal|314300
3342	3342|Arterial tortuosity syndrome|<1 / 1 000 000|Autosomal recessive|Childhood|208050
3343	3343|Toxocariasis|Unknown|Not applicable|Childhood|
3344	3344|Weismann-Netter syndrome|-|-|-|112350
33445	33445|Neuroectodermal melanolysosomal disease|<1 / 1 000 000|-|Childhood|256710
3346	3346|Tracheal agenesis|<1 / 1 000 000|Not applicable|Neonatal<br>Antenatal|
3347	3347|Mounier-KÃ¼hn syndrome|Unknown|Not applicable|All ages|275300
33475	33475|Meningococcal meningitis|1-9 / 100 000|Not applicable|-|
3348	3348|Tracheobronchopathia osteochondroplastica|Unknown|Unknown|Childhood<br>Adult<br>Elderly|189961
335	335|Congenital fibrinogen deficiency|1-9 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|All ages|202400 616004
3350	3350|Tremor-nystagmus-duodenal ulcer syndrome|-|-|-|190310
3351	3351|Trichodental syndrome|<1 / 1 000 000|Autosomal dominant|Childhood|601453
3352	3352|Tricho-dento-osseous syndrome|<1 / 1 000 000|Autosomal dominant|Childhood|190320
3353	3353|Trichodermodysplasia-dental alterations syndrome|-|-|-|
3354	3354|Alves-dos Santos-Castelo syndrome<br>Ectodermal dysplasia-cataracts-kyphoscoliosis syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|601701
33543	33543|Kleine-Levin syndrome|1-9 / 1 000 000|-|Adolescent<br>Childhood<br>Adult|148840
3355	3355|Trichoodontoonychial dysplasia|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|275450
3357	3357|Autosomal dominant trichoodontoonychodysplasia-syndactyly|-|-|-|
33572	33572|5-oxoprolinase deficiency|<1 / 1 000 000|Autosomal recessive|Neonatal<br>Infancy<br>Childhood|260005
33573	33573|Gamma-glutamyl transpeptidase deficiency|<1 / 1 000 000|Autosomal recessive|Infancy|231950
33574	33574|Glutamate-cysteine ligase deficiency|<1 / 1 000 000|Autosomal recessive|Infancy|230450
33577	33577|Nodular non-suppurative panniculitis|Unknown|Not applicable|Adult|
3360	3360|Trichodermal syndrome-intellectual disability syndrome|-|-|-|
3361	3361|Trichodysplasia-xeroderma syndrome|-|-|-|190360
3363	3363|Trichomegaly-retina pigmentary degeneration-dwarfism syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|275400
3365	3365|Trigonocephaly-broad thumbs syndrome|<1 / 1 000 000|Autosomal dominant|Infancy<br>Neonatal|
3366	3366|Isolated trigonocephaly|-|Autosomal dominant<br>or&nbsp;Not applicable|Infancy<br>Neonatal|190440 614485
3368	3368|Trigonocephaly-bifid nose-acral anomalies syndrome|<1 / 1 000 000|Unknown|Infancy<br>Neonatal|275595
3369	3369|Trigonocephaly-short stature-developmental delay syndrome|<1 / 1 000 000|Unknown|No data available|314320
337	337|Fibrodysplasia ossificans progressiva|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Not applicable|Childhood|135100
3374	3374|Triopia|-|Autosomal dominant|Adolescent|
3375	3375|Trisomy X|1-5 / 10 000|Not applicable|Infancy<br>Childhood|
3376	3376|Triploidy|Unknown|Not applicable<br>or&nbsp;Unknown|Neonatal<br>Antenatal|
3377	3377|Trismus-pseudocamptodactyly syndrome|Unknown|Autosomal dominant|Infancy<br>Neonatal|158300
3378	3378|Trisomy 13|1-9 / 1 000 000|Not applicable<br>or&nbsp;Unknown|Neonatal<br>Antenatal|
3379	3379|Distal trisomy 17q|-|-|-|
338	338|Familial multiple fibrofolliculoma|<1 / 1 000 000|Autosomal dominant|No data available|
3380	3380|Trisomy 18|1-9 / 1 000 000|Not applicable<br>or&nbsp;Unknown|Neonatal<br>Antenatal|
3383	3383|Humerus trochlea aplasia|-|-|-|191000
3384	3384|Truncus arteriosus|Unknown|Autosomal recessive<br>or&nbsp;Not applicable|Infancy<br>Neonatal|217095
3385	3385|African trypanosomiasis|Unknown|Not applicable|All ages|
3386	3386|American trypanosomiasis|1-9 / 1 000 000|Not applicable|All ages|
3387	3387|Isolated anterior cervical hypertrichosis|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|Childhood|600457
3388	3388|Neural tube defect|-|-|-|
3389	3389|Tuberculosis|1-5 / 10 000|Not applicable|All ages|607948
3390	3390|Proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome|<1 / 1 000 000|Mitochondrial inheritance|-|560000
3392	3392|Tularemia|-|-|All ages|
3394	3394|Soft tissue sarcoma|1-5 / 10 000|-|-|
3398	3398|Thymic epithelial neoplasm|Unknown|Autosomal recessive<br>or&nbsp;Not applicable|Adult|
3399	3399|Germ cell tumor|Unknown|-|-|
340	340|Hemorrhagic fever-renal syndrome|-|-|All ages|
3400	3400|Aorto-ventricular tunnel|<1 / 1 000 000|Not applicable|Infancy<br>Neonatal|
3402	3402|Transient tyrosinemia of the newborn|-|-|-|
3403	3403|Uhl anomaly|<1 / 1 000 000|Not applicable|Infancy<br>Neonatal|107970
3404	3404|Ulbright-Hodes syndrome|<1 / 1 000 000|Autosomal recessive|Neonatal|266910
3405	3405|Umbilical cord ulceration-intestinal atresia syndrome|<1 / 1 000 000|Unknown|Infancy<br>Neonatal|
3406	3406|Ulerythema ophryogenesis|Unknown|Autosomal dominant<br>or&nbsp;Not applicable|Childhood|604093
3408	3408|Upington disease|<1 / 1 000 000|Autosomal dominant|No data available|191520
3409	3409|Urban-Rogers-Meyer syndrome|<1 / 1 000 000|-|Infancy|264010
341	341|Viral hemorrhagic fever|Unknown|Not applicable|All ages|
3411	3411|Double uterus-hemivagina-renal agenesis syndrome|<1 / 1 000 000|Unknown|Infancy<br>Neonatal|192050
3412	3412|VACTERL with hydrocephalus|<1 / 1 000 000|Autosomal recessive<br>or&nbsp;X-linked recessive|Infancy<br>Neonatal|276950 314390
34149	34149|Autosomal dominant tubulointerstitial kidney disease|1-9 / 1 000 000|Autosomal dominant|Adult|174000 603860 609886
3416	3416|Hyperostosis corticalis generalisata|<1 / 1 000 000|Autosomal recessive<br>or&nbsp;Autosomal dominant|Childhood<br>Adolescent|239100 607636
3417	3417|Van den Bosch syndrome|<1 / 1 000 000|X-linked recessive|No data available|314500
3419	3419|Van Regemorter-Pierquin-Vamos syndrome|-|-|-|
342	342|Familial Mediterranean fever|1-5 / 10 000|Autosomal recessive|Infancy<br>Childhood<br>Adolescent<br>Adult|134610 249100
3421	3421|Cerebroretinal vasculopathy|<1 / 1 000 000|Autosomal dominant|Adult|192315
34217	34217|Naxos disease|-|Autosomal recessive|Infancy<br>Neonatal|601214
3424	3424|Velo-facial-skeletal syndrome|-|-|-|600736
3426	3426|Double outlet right ventricle|1-5 / 10 000|Multigenic/multifactorial|Infancy<br>Neonatal|217095
3427	3427|Double outlet left ventricle|<1 / 1 000 000|Not applicable|Infancy<br>Neonatal|
3429	3429|Verloove Vanhorick-Brubakk syndrome|-|-|-|215850
343	343|Hyperimmunoglobulinemia D with periodic fever|Unknown|Autosomal recessive|Infancy|260920
3433	3433|Microcephaly-brachydactyly-kyphoscoliosis syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|
3434	3434|MMEP syndrome|Unknown|-|Infancy<br>Neonatal|601349
3437	3437|Vogt-Koyanagi-Harada disease|Unknown|Multigenic/multifactorial|All ages|
3439	3439|Von Voss-Cherstvoy syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|223340
344	344|Arbovirus fever|Unknown|Not applicable|All ages|
3440	3440|Waardenburg syndrome|1-9 / 100 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|Infancy<br>Neonatal|148820 193500 193510 600193 606662 608890 611584
3447	3447|Weaver syndrome|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Not applicable|Neonatal<br>Antenatal|277590
3448	3448|Weaver-Williams syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|
3449	3449|Weill-Marchesani syndrome|1-9 / 100 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|Infancy<br>Neonatal|277600 608328 614819
345	345|Dissecting cellulitis of the scalp|Unknown|Not applicable|Adult|260910
3450	3450|Weissenbacher- Zweymuller syndrome|<1 / 1 000 000|Autosomal dominant|Infancy<br>Neonatal|277610
3451	3451|West syndrome|1-9 / 100 000|Autosomal dominant<br>or&nbsp;Autosomal recessive<br>or&nbsp;X-linked recessive|Infancy<br>Neonatal<br>Childhood|300672 308350 613477 613722 615006 616139 616341 617065
34514	34514|Autosomal recessive limb-girdle muscular dystrophy type 2G|<1 / 1 000 000|Autosomal recessive|Childhood<br>Adolescent<br>Infancy|601954
34515	34515|Autosomal recessive limb-girdle muscular dystrophy type 2I|1-9 / 100 000|Autosomal recessive|Childhood<br>Adolescent<br>Adult<br>Infancy|607155
34516	34516|Autosomal dominant limb-girdle muscular dystrophy type 1D|<1 / 1 000 000|Autosomal dominant|Adult|603511
34517	34517|Autosomal dominant limb-girdle muscular dystrophy type 1E|<1 / 1 000 000|Autosomal dominant|Adult|
3452	3452|Whipple disease|Unknown|Not applicable|All ages|
34520	34520|Congenital muscular dystrophy with integrin alpha-7 deficiency|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|613204
34521	34521|Distal myopathy with early respiratory muscle involvement|<1 / 1 000 000|Autosomal dominant|Adult|607569
34526	34526|Familial primary hypomagnesemia|Unknown|Autosomal dominant<br>or&nbsp;Autosomal recessive|Childhood<br>Adolescent<br>Adult|
34527	34527|Familial primary hypomagnesemia with normocalciuria and normocalcemia|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|Infancy<br>Childhood<br>Adolescent|611718 613882 616418
34528	34528|Autosomal dominant primary hypomagnesemia with hypocalciuria|<1 / 1 000 000|Autosomal dominant|All ages|154020
3453	3453|Autoimmune polyendocrinopathy type 1|1-9 / 1 000 000|Autosomal recessive|Childhood|240300
34533	34533|Corneal dystrophy|Unknown|Autosomal dominant<br>or&nbsp;Autosomal recessive<br>or&nbsp;X-linked recessive<br>or&nbsp;Mitochondrial inheritance<br>or&nbsp;Not applicable|All ages|
3454	3454|Intellectual disability-developmental delay-contractures syndrome|<1 / 1 000 000|X-linked recessive<br>or&nbsp;Not applicable|Neonatal|314580
3455	3455|Wiedemann-Rautenstrauch syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|264090
3456	3456|Wildervanck syndrome|<1 / 1 000 000|-|Infancy<br>Neonatal|314600
34587	34587|Glycogen storage disease due to LAMP-2 deficiency|<1 / 1 000 000|X-linked recessive|Childhood|300257
3459	3459|Wilson-Turner syndrome|<1 / 1 000 000|X-linked recessive<br>or&nbsp;X-linked dominant|Childhood|309585
34592	34592|Immunodeficiency by defective expression of HLA class 1|-|Autosomal recessive|Childhood|604571
346	346|Quinquaud's folliculitis decalvans|Unknown|Not applicable|Adult|
3460	3460|Torg-Winchester syndrome|<1 / 1 000 000|-|Childhood|259600 277950
3463	3463|Wolfram syndrome|1-9 / 1 000 000|Autosomal recessive|Childhood<br>Adolescent<br>Adult|222300 598500 604928
3464	3464|Woodhouse-Sakati syndrome|<1 / 1 000 000|Autosomal recessive|Adolescent|241080
3465	3465|Worster-Drought syndrome|1-9 / 100 000|Autosomal dominant<br>or&nbsp;Not applicable|Childhood|185480
3466	3466|WT limb-blood syndrome|<1 / 1 000 000|Autosomal dominant|Childhood|194350
3467	3467|Hereditary xanthinuria|Unknown|Autosomal recessive|All ages|278300 603592
3469	3469|XK aprosencephaly syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|207770
347	347|Frasier syndrome|<1 / 1 000 000|Autosomal dominant|Childhood|136680
3471	3471|Young syndrome|Unknown|Autosomal recessive|Adult|279000
3472	3472|Yunis-Varon syndrome|<1 / 1 000 000|Autosomal recessive|-|216340
3473	3473|Zimmermann-Laband syndrome|<1 / 1 000 000|Unknown|Infancy<br>Neonatal|135500 616455
3474	3474|CHIME syndrome|<1 / 1 000 000|Autosomal recessive|Childhood|280000
348	348|Fructose-1,6-bisphosphatase deficiency|Unknown|Autosomal recessive|All ages|229700
349	349|Fucosidosis|<1 / 1 000 000|Autosomal recessive|Infancy<br>Childhood|230000
35	35|Propionic acidemia|1-9 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|606054
35061	35061|Idiopathic recurrent and disabling cutaneous herpes|-|-|-|
35062	35062|Idiopathic disseminated cytomegalovirus infection|-|-|-|
35063	35063|Fulminant viral hepatitis|-|-|-|
35064	35064|-|-|-|-|
35065	35065|Idiopathic severe pneumococcemia|-|-|-|
35069	35069|Infantile neuroaxonal dystrophy|Unknown|Autosomal recessive|Infancy<br>Neonatal|256600 610217
35078	35078|T-B+ severe combined immunodeficiency due to JAK3 deficiency|Unknown|Autosomal recessive|Infancy<br>Neonatal|600802
35093	35093|Isolated scaphocephaly|-|Autosomal dominant<br>or&nbsp;Not applicable|Infancy<br>Neonatal|123100 600775 615529
35098	35098|Isolated plagiocephaly|-|Autosomal dominant<br>or&nbsp;Not applicable|Infancy<br>Neonatal|123100 615314 616602
35099	35099|Isolated brachycephaly|-|Autosomal dominant<br>or&nbsp;Not applicable|Infancy<br>Neonatal|123100 615314 616602
351	351|Galactosialidosis|Unknown|Autosomal recessive|All ages|256540
35107	35107|Desmosterolosis|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal<br>Antenatal|602398
35120	35120|Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency|-|Autosomal recessive|Infancy<br>Neonatal|266120
35121	35121|Lysosomal acid phosphatase deficiency|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|200950
35122	35122|Congenital sucrase-isomaltase deficiency|1-5 / 10 000|Autosomal recessive|Childhood|222900
35125	35125|Epidermal nevus syndrome|Unknown|Not applicable|Infancy<br>Neonatal|
35173	35173|X-linked dominant chondrodysplasia punctata|1-9 / 1 000 000|X-linked dominant|Infancy<br>Neonatal|302960
352	352|Galactosemia|Unknown|Autosomal recessive|Infancy<br>Neonatal<br>Childhood|230200 230350 230400
352298	352298|Genetic muscular channelopathy|-|-|-|
352301	352301|Disorder of phospholipids, sphingolipids and fatty acids biosynthesis|-|-|-|
352306	352306|Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with central nervous system predominant involvement|-|-|-|
352309	352309|Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with peripheral nerves predominant involvement|-|-|-|
352312	352312|Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with skeletal muscle predominant involvement|-|-|-|
352328	352328|MEGDEL syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|614739
352333	352333|Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|614457
352403	352403|Spectrin-associated autosomal recessive cerebellar ataxia|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|615386
352447	352447|Progressive external ophthalmoplegia-myopathy-emaciation syndrome|<1 / 1 000 000|Autosomal recessive|All ages|615084
352456	352456|Mitochondrial DNA maintenance syndrome|-|-|-|
352470	352470|Mitochondrial DNA deletion syndrome with progressive myopathy|<1 / 1 000 000|Autosomal dominant|All ages|615156
352479	352479|Autosomal recessive limb-girdle muscular dystrophy type 2U|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|616052
352487	352487|Digital anomalies-intellectual disability-short stature syndrome|<1 / 1 000 000|X-linked recessive|Infancy<br>Neonatal|
352490	352490|Autism spectrum disorder due to AUTS2 deficiency|<1 / 1 000 000|Autosomal dominant|Infancy<br>Neonatal|615834
352530	352530|Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|
352540	352540|Oncogenic osteomalacia|Unknown|Not applicable|All ages|
352563	352563|Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|615395
352577	352577|Severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome|<1 / 1 000 000|Not applicable|Infancy<br>Neonatal|615485
352582	352582|Familial infantile myoclonic epilepsy|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|605021
352587	352587|Focal epilepsy-intellectual disability-cerebro-cerebellar malformation|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|
352596	352596|Progressive myoclonic epilepsy with dystonia|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|615338
352629	352629|16q24.1 microdeletion syndrome|<1 / 1 000 000|Not applicable<br>or&nbsp;Unknown|Infancy<br>Neonatal|
352636	352636|Phalangeal microgeodic syndrome|<1 / 1 000 000|Not applicable|Childhood|
352641	352641|Autosomal recessive cerebellar ataxia with late-onset spasticity|<1 / 1 000 000|Autosomal recessive|Childhood|
352649	352649|Brain dopamine-serotonin vesicular transport disease|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|
352654	352654|Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome|<1 / 1 000 000|Autosomal recessive|Childhood|615491
352657	352657|Hereditary benign intraepithelial dyskeratosis|<1 / 1 000 000|Autosomal dominant|Infancy<br>Neonatal|127600
352662	352662|Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome|<1 / 1 000 000|Autosomal dominant|All ages|615225
352665	352665|Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to 9q21 microdeletion|<1 / 1 000 000|Not applicable<br>or&nbsp;Unknown|Infancy<br>Neonatal|
352670	352670|Autosomal dominant intermediate Charcot-Marie-Tooth disease type F|<1 / 1 000 000|Autosomal dominant|All ages|615185
352675	352675|X-linked Charcot-Marie-Tooth disease type 6|<1 / 1 000 000|X-linked dominant|Childhood|300905
352682	352682|Cobblestone lissencephaly without muscular or ocular involvement|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|615191
352687	352687|Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies|-|-|-|
352709	352709|CLN13 disease|<1 / 1 000 000|Autosomal recessive|Adult|615362
352712	352712|Facial dysmorphism-immunodeficiency-livedo-short stature syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|615139
352718	352718|Progressive retinal dystrophy due to retinol transport defect|<1 / 1 000 000|Autosomal recessive|Childhood|615147
352723	352723|Attenuated ChÃ©diak-Higashi syndrome|<1 / 1 000 000|Autosomal recessive|Childhood|
